usageID	sense	context	indices_target_token	indices_target_sentence	lemma
PROCESSED_kubhist2a.json-1658-19:19	['nätt..0-1']	E » hygglig och beskedlig Flicka , n a u är gammal , kan nu genast bliswa antagen pä ett litet och nätt ställe , mot firmänliga willkcr , om hon anmäler flg uti stadens nyj h » s wid Hötorget , in » gängen frän Drottninggatan , midtemot f. d. Rosenadlersta hsset .	99:103	0:264	nätt
PROCESSED_kubhist2a.json-1663-23:23	['föga..0-0', 'föga..0-1']	eller vänner förgäfves satte sig emot deras förehafvande , hvilken omständighet bör det då tillskrilvas , att den faderliga myndigheten i dessa tider var så föga gällande .	157:161	0:172	föga
PROCESSED_kubhist2a.json-1663-9:9	['omständighet..0-0']	eller vänner förgäfves satte sig emot deras förehafvande , hvilken omständighet bör det då tillskrilvas , att den faderliga myndigheten i dessa tider var så föga gällande .	67:79	0:172	omständighet
PROCESSED_kubhist2a.json-1671-14:14	['gräns..0-0']	Af Leii förra mottager han lagar , af ben sednare , befallningar , och emellan Lesia begge gränser mäste chan wandra en med swärigheter och hinder uppfylld ftig , Pä ella sidor omgifwen af bräddjup .	91:98	0:199	gräns
PROCESSED_kubhist2a.json-1671-22:22	['hinder..0-0']	Af Leii förra mottager han lagar , af ben sednare , befallningar , och emellan Lesia begge gränser mäste chan wandra en med swärigheter och hinder uppfylld ftig , Pä ella sidor omgifwen af bräddjup .	140:146	0:199	hinder
PROCESSED_kubhist2a.json-1687-0:0	['där..0-0', 'där..0-2']	Där wörö ock alle öfrige förnödenheter til en brygggas uprättande same de dartil nödwändige Pontonieres , men man hade ännu icke begynt at arbeta dek ringasta pä bryggans upbyggande .	0:3	0:183	där
PROCESSED_kubhist2a.json-1696-9:9	['trakt..0-0']	net af Rotte , hwaraf Rotterdam har stt namn , i trakten emellan denna Stad och Gouda , uprcf dämningarne , forn ätflilja de talrika sjöarne , hwilka upkommltgenom utgräfna moras , förenade flere af vesta sjöar , och öfwrrswemmade flere sä kallade PoldörS , eller fordne moras , ur hwilka nian utpumpat watnet , och hwilka wörö goda betesmarker .	49:56	0:346	trakt
PROCESSED_kubhist2a.json-1699-27:27	['framtid..0-0', 'framtid..0-1']	middagarne , hwarigenom tjenst och angelägna förrättningar tilläfwentyrs ofta Åsidosättas .. Swärligcn kan nägon föreställa sig , att ett ung Man af goda böjelser , loflig ambition och omtanka för sin framtid , stulle pä förmiddagen sakna utioäg till gagnelig sysselsättning och , k brist deraf , nödgas tillgripa Billardcn .	201:208	0:325	framtid
PROCESSED_kubhist2a.json-1700-16:16	['aktning..0-0']	tanklösa anmärkningar ; sädana gifwasu denna strift mänga , och ber han gcnicnl-gen tillika brist , r i ben aktning han a ?	108:115	0:123	aktning
PROCESSED_kubhist2a.json-1701-28:28	['platt..0-1']	steppen hälla sig ock nu werkeligen pä afstälid frän wära kuster , dock tror man att de stola^wäga ett anfall pä Hellevsetfluis eller Vliesiingen , der wära fleste kanonslupar och platta fartyg ligga .	180:186	0:201	platt
PROCESSED_kubhist2a.json-1702-17:17	['effekt..0-0']	Är mosta » ett ondt ; sä uppsöks Skraparen desi ordsak och bäfwe dr » , i stallet att brottas mcd effekten .	98:106	0:108	effekt
PROCESSED_kubhist2a.json-1715-4:4	['hinder..0-0']	I anseende till mellankommet hinder , uppffjutes Göthista Förbundets C .	29:35	0:72	hinder
PROCESSED_kubhist2a.json-1716-14:14	['ansa..0-0']	E » gammal och alfwarsa » , Piga » stundar tjenst i ett litet Hushall , eller ock att ansa Barn .	86:90	0:97	ansa
PROCESSED_kubhist2a.json-174-10:10	['stupa..0-0', 'stupa..0-1', 'stupa..0-2']	Gardet , som förhällit sig gansta tappert , har Mer än hälften stupat .	63:69	0:71	stupa
PROCESSED_kubhist2a.json-188-22:22	['ifrån..1-0']	Derjemte emotkagcr Akademien Qfwcrsättttingar af följande stallen i Latinsta Skalder : Episoden om Laust och Mezentii död i tionde Boken af Virgilii Aeneis ifrån 6S9 versen till flutet af Sängen .	156:161	0:196	ifrån
PROCESSED_kubhist2a.json-19-13:13	['hop..0-0']	Skärblacka kallad , ssola tjufwar nyligen brutit sig in , upptandt ljus och borttagit en hop saker , under det azarcn deraf nödgades påse rofferjet .	89:92	0:149	hop
PROCESSED_kubhist2a.json-212-13:13	['medan..0-0']	till Livorno frän Patras pä Morea ; man mitztänkle akt det kom frän Malida , medan en annan Cariten och i Matros som ber warit uppbrakt , bekräftade det .	77:82	0:154	medan
PROCESSED_kubhist2a.json-214-29:29	['fru..0-0', 'fru..0-1', 'fru..0-2']	Om det ar några Föräldrar som ci fjetfmc - oro f tillfälle att uppfostra sitt B & gt ; rn , och sätta wardr på ett godt ställe , sa flno det dos ett Fru timmer som nu bar tiöd&lt ; ots med mycken fora [ un : at ett Bar , » till sina Föräldrar , som bon bast sedan det lcninat Amman , och few önskar ert Öjjftft litet kärt sällstap .	149:152	0:332	fru
PROCESSED_kubhist2a.json-217-68:68	['åligga..0-0']	hwilke r:nc sednare förhållande i RältcnS Protokoll för denna dag uti Mälct imcllan Hr Backman och Herr Handelsmannen Ian kamberg närmare sinnet utredt och upptaget , finner KämnerS Rätten sig föranläten uppstiuka Mälet under förklarande , att S den of RäitcgängSdagarnc här wtd Rätten , Tisdag eller Fredas , sam infaller esker 6 wcckorS förlopp frän den dag detta utstag wvrdet infördt uti de t Stockholm uikvmiliondc Inrikes Tidningarne , stall det åligga Hr Handelsmannen P . Backman fia wid Räitcn i Möler wld upprop infinna , och det wid wike af 3 R:d .	452:458	0:559	åligga
PROCESSED_kubhist2a.json-219-12:12	['anfalla..0-0']	Om man kunnat begagna sig af ett sä gynnande ögonblick för att anfalla ,	63:70	0:72	anfalla
PROCESSED_kubhist2a.json-22-7:7	['följd..0-0']	nemligen den 20:de maj , att , i följd as en mellan de allierade makterne i London den S april afilnten öfwerenSkommelse , Egpplen Mll sättas i bloqiiade-cillstZnd , hwarmed ändamålet stall wara , att hindra något turkistl krigSsteop att derifrån utlösa och all » expeditioner af mun , och krigs-förräd attderiscanafgä till Morea .	33:38	0:331	följd
PROCESSED_kubhist2a.json-223-0:0	['enhällig..0-0']	enhälligt för ren bekymrade mokan , ait allt hopp war föpswunnet , och ort den älstade sjuka knapt hade att lefwa ännu fjorton dagar .	0:9	0:134	enhällig
PROCESSED_kubhist2a.json-226-45:45	['gilla..0-0', 'gilla..0-1']	rendragade waran de ' as pä mänga händer , risten as hennes införsel stegrar priset och der ligger deriemte i naturens wisa anordning , att allt bwad fom & lt ; i wiinnilS pä den af benne utstakade wag , genom flit , arbete och en redlig , «s lag och opinion fullkomligt gillad industri , aldrig medför nägon wälfignelfe , aldrig med omtanka och nytta älnimes .	271:277	0:361	gilla
PROCESSED_kubhist2a.json-226-48:48	['medföra..0-0', 'medföra..0-1']	rendragade waran de ' as pä mänga händer , risten as hennes införsel stegrar priset och der ligger deriemte i naturens wisa anordning , att allt bwad fom & lt ; i wiinnilS pä den af benne utstakade wag , genom flit , arbete och en redlig , «s lag och opinion fullkomligt gillad industri , aldrig medför nägon wälfignelfe , aldrig med omtanka och nytta älnimes .	296:302	0:361	medföra
PROCESSED_kubhist2a.json-231-27:27	['gräns..0-0']	med den Engelsta landstignings-expedition , sedan man wet at Arfprinfen af Oranien nyligen warit uti Lingen , , at wänge för detta Hokländsta Officerare af Prinsens partie församla sig wid gränsen och et uprop pä Holländsta ar utspridt , i hwilket man anmanas til at äterställa den förra Regeringsformen i Holland , hwarwid man lafwar sig biständ as flere Hofi Wid de fortfarande rustnings- och förswars - anstalter , höll Direktorium i Fredags en conference med Franste Generalen Brune , hwartil General Daendels , Krigs- och Sjö-Ministrarne äfwen kallades .	189:196	0:559	gräns
PROCESSED_kubhist2a.json-24-0:0	['följd..0-0']	Följden af de igenom PoliceN anställde undrsökningar ar , att en betydlig mängd Engelska Fabrikswaror bliswit ragne .	0:7	0:117	följd
PROCESSED_kubhist2a.json-244-20:20	['härigenom..0-0']	försedde med stne Pensionsbref , jemte behörige Prestbewis och iivvgist ä deras boningsställen ; ywilket , ester begäran , till wederbörandes efterrättelse och iakttagande härigenom kungöres .	172:181	0:192	härigenom
PROCESSED_kubhist2a.json-259-24:24	['göromål..0-0']	En trogen , renlig , willig och höflig Piga , som kan med matlagning , spinna och wäl twätta klädes samt för öfrigt vpämint wet ftöra alla förefallande göromål ; en sädan kan fä god tjenst , dä hon anmäler sig uti Huset N« 142 pä Riddareholmen , inpä gärden , till wanstcr , trcde por.en .	152:159	0:289	göromål
PROCESSED_kubhist2a.json-260-5:5	['samt..0-0']	imellan 90 och 95 är samt 1 Man- och 7 Owmkön imellan 95 och 100 är .	21:25	0:69	samt
PROCESSED_kubhist2a.json-263-5:5	['utgift..0-0']	i anleetide till de stora utgifter som kriget äbragt deni , lefwa indraget och	26:34	0:78	utgift
PROCESSED_kubhist2a.json-265-4:4	['ankomst..0-0']	officielle unöerräcrelse om Buvnapartes ankomst til Egypten , och singe den d . '	40:47	0:81	ankomst
PROCESSED_kubhist2a.json-271-8:8	['utestående..0-0']	Cri-euisdömen sig föreläsas , snutt öftvcrlägga om Mastans ännu utestående fordringar med mera .	64:74	0:96	utestående
PROCESSED_kubhist2a.json-285-4:4	['tillhörande..0-0']	Denna förmZnliga Egendom med tillhörande 15 w.Ubvaade och wZihäfdade Jordtorv , säljeS med eller utan ? ?	29:40	0:105	tillhörande
PROCESSED_kubhist2a.json-287-1:1	['upphitta..0-0']	samma upphittat , täcktes mot wedergällning inlemna den uti Huset N:s b & 7 , Qwart .	6:15	0:85	upphitta
PROCESSED_kubhist2a.json-291-9:9	['beräkna..0-0', 'beräkna..0-2', 'beräkna..0-3']	höra afwen Juveler , Guld och Silfwer , hwilka artiklar likwäl beräknas till bål cn af deras iver kel iza warde .	63:71	0:113	beräkna
PROCESSED_kubhist2a.json-298-12:12	['utgift..0-0']	Kamrarna ingifwit en petition , hwaruti Stats-bristen för innewarande är , uti de nödwändiga utgifterna » upgifwes til 50 millioner Gyllen ; och et förflag til denna bristens betäckande , en ny twungen Contribution af 4 procent af alla Capital och Egendom , som i afkastning gifwa 500 Gyllen , samt desulom 5 procent af inkomsterna .	93:103	0:333	utgift
PROCESSED_kubhist2a.json-3-13:13	['prosa..0-0']	sig ej örn att skrifva lifvets poesi , utan det mest prosaiska af dess prosa ; de vilja ej måla skönt , utan endast måla likt , och se af sina originaler endast kläderna , de yttre egenheterna , håret och ansigtsfärgen , framför allt Tårtan , fräknen eller lytet , örn de finnas , ej de stora karakteristiska dragen , hvari själen afspeglar sig , och sorn skulle göra hilden till en alla tidehvarfs tillhörighet .	71:76	0:413	prosa
PROCESSED_kubhist2a.json-303-10:10	['lyckligen..0-0']	wälsignelsc , sisrlidne Lördag , den 24 dennes , kl. 7 pä morgonen , lyckligen förlöst med en Prinsessa , som i det heliga dopet kommer att rmdfä namn af Charlotta Eugenia Zluqusta Amalia .	69:78	0:189	lyckligen
PROCESSED_kubhist2a.json-303-9:9	['morgon..0-0']	wälsignelsc , sisrlidne Lördag , den 24 dennes , kl. 7 pä morgonen , lyckligen förlöst med en Prinsessa , som i det heliga dopet kommer att rmdfä namn af Charlotta Eugenia Zluqusta Amalia .	58:66	0:189	morgon
PROCESSED_kubhist2a.json-304-29:29	['tills..0-0']	4 ) Alla acker och documenter som finnas i Utrikes Departementets archiv i Holland , stola stickis till Paris , och förenäs med der warand , acker rörande utrikes fö , hällandet ;) Sjö-Ministern , som tills widare har utrikes ärendenas portfeuille , drager sör¬	201:206	0:261	tills
PROCESSED_kubhist2a.json-324-50:50	['liksom..0-0', 'liksom..0-1']	förtjenst ; fiS fann och sä lefwand » har hans bild tttfnat sig sjelf i de flestas sinnen , sa märkeliga woro desi drag äfwen för mängdens ögon ; och sä okonstlad med sanningens enkla och rena färgor , som Mtrycka äfwen s ?ugg ' l , i full hon finnes , syntes den igen wid denna Minneshögtid : liksom den saknade uppstigit ur grafwen , att sjelf » tgöra derwid den wackraste och tillika mest anspräkslösa pryvnad .	294:300	0:414	liksom
PROCESSED_kubhist2a.json-327-16:16	['gräns..0-0']	som de nyh rigtade mot hwarandras bröst , för att pä Fjeklens fpete , som fordom tecknade fiendtliga gränser , resa en wörd St försoningen och det nya brtdra-förbundct » Der ftola de ^fswörja klla fördomarn , s för-	101:108	0:215	gräns
PROCESSED_kubhist2a.json-327-6:6	['bröst..0-0']	som de nyh rigtade mot hwarandras bröst , för att pä Fjeklens fpete , som fordom tecknade fiendtliga gränser , resa en wörd St försoningen och det nya brtdra-förbundct » Der ftola de ^fswörja klla fördomarn , s för-	34:39	0:215	bröst
PROCESSED_kubhist2a.json-328-16:16	['skri..0-0']	Sedan man haft all möda ospard , men ännu icke fullkomligt lyckats deruti , att igenom handskart och skri saiter * lämfvrande ja uppr ckt örn illasinnadc som uri Dagblad ! !	101:105	0:173	skri
PROCESSED_kubhist2a.json-332-1:1	['käpp..0-0']	en käpp öfwcr hufwudet , hwarmcd han omöjligen kan parera hugget ; i mördarens ansigte rotes icke detta wilda ursinniga raseri som utmärkte honom , och Engelbrechts maka , förn pä kiia famlar sina barn omkring sig , wikar blott häpnad och förskräckelse , ek detta beflukfanima mod , som mäste elda hwarie ädel gwinna dä ho » ser sin man i fara .	3:7	0:345	käpp
PROCESSED_kubhist2a.json-332-20:20	['utmärka..0-0', 'utmärka..0-1', 'utmärka..0-2']	en käpp öfwcr hufwudet , hwarmcd han omöjligen kan parera hugget ; i mördarens ansigte rotes icke detta wilda ursinniga raseri som utmärkte honom , och Engelbrechts maka , förn pä kiia famlar sina barn omkring sig , wikar blott häpnad och förskräckelse , ek detta beflukfanima mod , som mäste elda hwarie ädel gwinna dä ho » ser sin man i fara .	131:139	0:345	utmärka
PROCESSED_kubhist2a.json-333-23:23	['ansenlig..0-0']	Den mängd of fastställde , oller af Rcvisvrerne och Direftionen särskiltbewiljadst a arswoden för dels ärliga , dels extra-arbeten Inom Werket sam utgä till ett ansenligt !	161:170	0:172	ansenlig
PROCESSED_kubhist2a.json-348-41:41	['härigenom..0-0']	Att SöderbärkeS Bergslags HäradsRätt , genom offentelig Stämning , inkallat Fördelsmannen Eric ErfionS i Wibberbo famtelige Borgenärer till 18 ' g ärs Ordinarie SommarTing och andra Rättegängsdagen , att sina fordringar , wid förlust af all widare rätt och talan , dä bewaka och edeligen bestyrka , warder härigenom första gängen knngjordt .	306:315	0:341	härigenom
PROCESSED_kubhist2a.json-35-3:3	['följd..0-0']	dock ingen annan följd , än at han sedermera wid Academien af Nyfikenhet frägade efter hwad desin Namnen betydde , hwarvm harr förut war okunnig .	17:22	0:146	följd
PROCESSED_kubhist2a.json-353-5:5	['samt..0-0']	A , rack , diverse sorter Teer samt Lakrits ,	31:35	0:45	samt
PROCESSED_kubhist2a.json-354-21:21	['anklaga..0-0', 'anklaga..0-1']	För öfrigt skola Stadens Fiscaler , ö&gt ; fwer-Gewaldiger , Gewaldiger och llpsyningsmän , hafw« all urtänkelig tilsyn öfwer denna Taxas behöriga eftrrleswande , och genast anklaga den , som deremot bryter : Kvinmande förenämde böter at salunda fördelas , at Fisealen eller Politie.Betjenten undfår hälften deraf » enär han sielf utspanat förbrytelsen , men den andra hälften tillfaller Lazarettet har i Staden ; Dock dä nägon enskilt person anglfwit mifbvufet , komina böterne at fördelat til treffifteS emellan Fiscalin eller Pelitie-Bctjcnttn för sakens utförande , Angifwaren och Lazarettet .	174:181	0:597	anklaga
PROCESSED_kubhist2a.json-356-14:14	['därstädes..0-0']	Stads Kämnärs-Rätts Förmak ; en hederlig upfinnare aflämne den emot hederlig regresi hos Svaktniästaren Sundberg därstädes .	113:122	0:124	därstädes
PROCESSED_kubhist2a.json-361-22:22	['länga..0-1']	resonnemang och en noggrann ideldstd ; men dan a , nog derwid en styf och vedan , tift tori , som umgänget med weridén och hons länga mistande i hufwudstaden ak , Krig hell och häller sunde utpläno .	128:133	0:199	länga
PROCESSED_kubhist2a.json-379-9:9	['belägra..0-0']	— I samma bref berättas , att den Fransta Corps , iom belägrade Tariffs	54:63	0:71	belägra
PROCESSED_kubhist2a.json-399-2:2	['per..0-0']	Tre procent per Aktie att utdelas ; Och äga Aktieägarne i denna Inrättning art „tiU utbekommande deraf , inlemna sine Aktier till Kammarsörwandten i Kongl .	12:15	0:156	per
PROCESSED_kubhist2a.json-400-11:11	['effekt..0-0']	de och insatte i nya fästningen , men deras papper , warulager och effekter förseglades af Franfoferne .	67:75	0:104	effekt
PROCESSED_kubhist2a.json-42-20:20	['skonsam..0-0']	m.imistorna , tages till mätistock för deras förtjenta beröm eller deras fdrtjenta wanara , sä är jag Lfwertpgad att man , nödga-förfara nied skonsam het emot den , om hwilkcn	142:149	0:175	skonsam
PROCESSED_kubhist2a.json-425-4:4	['jordbruk..0-0']	r mängärig odling och jordbruket mäste sättas i riktigt sammanhang med angstötseln	22:32	0:82	jordbruk
PROCESSED_kubhist2a.json-433-30:30	['njuta..0-0', 'njuta..0-1', 'njuta..0-2']	eller Adeligt Ständ upphöid , mä af de wördlghetei » Ltfäljande Litel , Sköldemärke , Privilegier och Jm : munitcter sig begagna , ej heller sin Grestiga , Frir herrliga eller Adeliga Titel af andra till godo njuta & gt ; förr än dan sitt Diplom uttagit , fia till introduktion anmalt , och de till betz erhällsnoe crforderlige prästanda fullgjort , saint att i oswanansirde Kongl .	209:214	0:382	njuta
PROCESSED_kubhist2a.json-433-40:40	['introduktion..0-3']	eller Adeligt Ständ upphöid , mä af de wördlghetei » Ltfäljande Litel , Sköldemärke , Privilegier och Jm : munitcter sig begagna , ej heller sin Grestiga , Frir herrliga eller Adeliga Titel af andra till godo njuta & gt ; förr än dan sitt Diplom uttagit , fia till introduktion anmalt , och de till betz erhällsnoe crforderlige prästanda fullgjort , saint att i oswanansirde Kongl .	265:277	0:382	introduktion
PROCESSED_kubhist2a.json-435-4:4	['inträffa..0-0', 'inträffa..0-1']	Kl. Z om eftermiddagen inträffade först Hertigen af Weymar och Ryste Ministern r Berlin Alopaus , och derefter kl. 8 Kejsaren sjelf .	23:33	0:133	inträffa
PROCESSED_kubhist2a.json-441-13:13	['fukt..0-0']	Äftundas hyra : Till den 1 instundande Oktober ästnndas hyra en roll konditionerad , frän fukt och a !l flagS ohyra fri Waning af 10 till 12 Rm-n och Kök jenne Stall ock Wagneh » S sanit ölrige för ett större HuShäil ndölvändige Källare ock UthnS .	90:94	0:248	fukt
PROCESSED_kubhist2a.json-455-15:15	['segel..0-0']	och sistnämnda dag gick transportfartyget Laconia med de sex arresterade personerna » ch deras familjer under segel .	110:115	0:117	segel
PROCESSED_kubhist2a.json-455-1:1	['sistnämnda..0-0']	och sistnämnda dag gick transportfartyget Laconia med de sex arresterade personerna » ch deras familjer under segel .	4:14	0:117	sistnämnda
PROCESSED_kubhist2a.json-458-3:3	['östra..0-0']	Längst ner ät östra sidan af Staden , ästundar en ensam person fä bv^a ifränJulii^ mänads början til nästa Michaeli , et ljust och gladt rum ; underrättelse om hvresm^ ' lämnar Madame Lundgren , boendeS en trappa upp i Eästgifn aren Fröandes gäch Den som länt af mig , för nägre wickor sedera , Norrköpings Tidningar , häfwi de i dubbelt POPPtr , med pästrift i rvggen- Är 1 799 , behagade dem Sterställa .	14:19	0:406	östra
PROCESSED_kubhist2a.json-458-53:53	['dubbel..0-0', 'dubbel..0-1']	Längst ner ät östra sidan af Staden , ästundar en ensam person fä bv^a ifränJulii^ mänads början til nästa Michaeli , et ljust och gladt rum ; underrättelse om hvresm^ ' lämnar Madame Lundgren , boendeS en trappa upp i Eästgifn aren Fröandes gäch Den som länt af mig , för nägre wickor sedera , Norrköpings Tidningar , häfwi de i dubbelt POPPtr , med pästrift i rvggen- Är 1 799 , behagade dem Sterställa .	330:337	0:406	dubbel
PROCESSED_kubhist2a.json-469-33:33	['hörn..0-0', 'hörn..0-1']	Förleden den z Oetober uphitladeS wid Södermalms Torg et par Klortelsäckar med inneliggande , e„ liten Summa Penningar och annat snitil , som Ägaren emot riklig belkrifning och iniimattonS betalande fai » Sierf1 uti Vielualiebvden wid hörnet af Hökens Gränd och Vöthgaian , hwliket härmed för lredje gängei » lilTiSn a gi^weS .	235:241	0:327	hörn
PROCESSED_kubhist2a.json-47-3:3	['upphitta..0-0']	Ett Guld-Qrhängc är upphittat , som agaren mot makens uppwisande kan äterf .	20:29	0:76	upphitta
PROCESSED_kubhist2a.json-471-5:5	['hörn..0-0', 'hörn..0-1']	som inlcmnas i Kivddboden wid hörnet af gamla Kungsboimsbro- och Drottninq^atorne .	30:36	0:83	hörn
PROCESSED_kubhist2a.json-481-25:25	['omständighet..0-0']	under dela resa » omöjligt , Icke för det ott sädana öknerallt fattades , utan emedan det gora folk t icke begrep , huru man kunde göra sä märga omständigheter för det rena klara wattnet .	145:159	0:188	omständighet
PROCESSED_kubhist2a.json-501-13:13	['alltid..0-0', 'alltid..0-1']	Denna Taxa , som härigenom allmänneligc » kungjord wardcr , stall till Köpare » och Säljares efterrättelse alltid fi.-.nas uppspikad uti Bryggares , Bagares , Slag » tares , SpiSqwartcrS-Jdkares och Krögares Bodar och Stäringsrum , wid l Rd .	107:113	0:242	alltid
PROCESSED_kubhist2a.json-509-43:43	['göromål..0-0']	Ett ungt Fruntimmer med god uppfostran astundar plats uti ett hederligt och beskedligt HuS t Staden eller pa Landet , att wara Fru bebiciolig i sömnader , hwari hon är mycket dändig , samt , om d&gt ; ' t ( Fulle be » böfwaS , biträda med nägra öfriga ln^mhuS sirefallande göromål ; pretentieLer ägas ej , endast ett wän » ffapsiullt ocb urpriktigt bemötande winncS .	273:280	0:367	göromål
PROCESSED_kubhist2a.json-518-0:0	['gräns..0-0']	gränsen alt mottaga Konungen i Preussen , Johan och Slr.fon till gransorna of Bayern att mottaga Konungarne af Bayern och Wurtemberg .	0:7	0:134	gräns
PROCESSED_kubhist2a.json-526-3:3	['upphitta..0-0']	Den 9 Julii upphittades i Jernwägen ett Hund-Halsbaud mcd läs , artat och namn , hwilket derstädes ärerfas hes Jernbäraren Erie Collin .	12:23	0:136	upphitta
PROCESSED_kubhist2a.json-528-2:2	['engagerad..0-0']	En Dngling , engagerad i et af de första RiketS Wärk , och försedd med hedrande Belyg öfwer mogna insigier i spräk och welenstaper , som han under flerärig underwisning och wi ' ande wid Aeudemter haft t&gt ; lsälle sörwarswa , a undar ai inom 2:ne mänader , emot information uti nägot tarfligr Borgarchus acha^a ct gladt rum och mar om middagarne ; lör er sörtlvendeiullt beinörande skal han med nöje upfylla den 10« ra pligt ar bilda adla Menni^er och wärdige Medborgare .	13:22	0:474	engagerad
PROCESSED_kubhist2a.json-529-1:1	['följd..0-0']	I följd af Snnnerbo Häradsrätts denna dag tagne Beslut , warda asi- Nämndemannen Jonas HcnricstonS i Tofta famtelige Borgenärer , - enligt 9 Cap uti Toncurslagen , kallade att Zandra Rät » tcgängSdagenaf 1824 ärs laga Winterting , som ö5tleS härstädes , inför Domstolen nppgifwa och anmäla deras fordringar , wid iörlust af widare rättighet d etill ; som andra gängen knngöreS .	2:7	0:378	följd
PROCESSED_kubhist2a.json-529-8:8	['beslut..0-0']	I följd af Snnnerbo Häradsrätts denna dag tagne Beslut , warda asi- Nämndemannen Jonas HcnricstonS i Tofta famtelige Borgenärer , - enligt 9 Cap uti Toncurslagen , kallade att Zandra Rät » tcgängSdagenaf 1824 ärs laga Winterting , som ö5tleS härstädes , inför Domstolen nppgifwa och anmäla deras fordringar , wid iörlust af widare rättighet d etill ; som andra gängen knngöreS .	48:54	0:378	beslut
PROCESSED_kubhist2a.json-530-21:21	['fukt..0-0']	Den ypperliga och Rätta Fela Blankfmörian , fom ger lädret den wastraste swärta och glans och derjemte en lenhet som öswerträffar all fukt , blankar lika wäl nya , oljade och fuktiga , som » orra , ch gamla stoplagg m . m .	134:138	0:223	fukt
PROCESSED_kubhist2a.json-530-28:28	['fuktig..0-0']	Den ypperliga och Rätta Fela Blankfmörian , fom ger lädret den wastraste swärta och glans och derjemte en lenhet som öswerträffar all fukt , blankar lika wäl nya , oljade och fuktiga , som » orra , ch gamla stoplagg m . m .	175:182	0:223	fuktig
PROCESSED_kubhist2a.json-532-4:4	['samt..0-0']	Tjernfärstt Smör , färsta Ägg , samt en Turkisk Matta , finnas till salu uti Huset N:v 8 wii&gt ; M5 ?	32:36	0:102	samt
PROCESSED_kubhist2a.json-533-14:14	['penningsumma..0-0']	Den 15 dennes ont astonen , sade en liten Fli^a sig hafwa förlorat en Mindre penningsumma iitnrfor Horns Tull , ' den är nophittav och kan pä bessrisning igenfäs uti Eau de Cologne-Magafiiif t wid hörnet af Stöl a Nygatan och Tysta BrinkcN .	77:89	0:241	penningsumma
PROCESSED_kubhist2a.json-537-21:21	['fäkta..0-0', 'fäkta..0-4']	man honom om sitt misitag ; han stämdes derföre sä mycket , att han äicrlemnade Herr Elos denna kapp , som Voltsir icke welat fäkta honom i handen , men wäk applicera pä hans rygg .	126:131	0:181	fäkta
PROCESSED_kubhist2a.json-549-17:17	['son..0-0', 'son..0-1']	Cmbcts- och Tjenstemän , jemte nägra af de högre Embetsmännens Fruar och Döttrar , samt derefter bewista ben Bal , son , härwarande Borgerffap hade Näden , att för h .	115:118	0:167	son
PROCESSED_kubhist2a.json-569-16:16	['rop..0-0']	"ledsen häröfver , kallade skyndsamt till sig utroparen , och förbjöd honom att följande nättén göra det vanliga ropet ; ulen örn morgonen skickade Kejsaren efter Kadi , och frågade honom : "" Hvarföre Nar den , sorn i går natt ropade från tornet , i natt ej låtit höra sig ? ” Kadi svarade , att man fruktat dermed misshaga Kejsaren ."	112:117	0:333	rop
PROCESSED_kubhist2a.json-569-19:19	['morgon..0-0']	"ledsen häröfver , kallade skyndsamt till sig utroparen , och förbjöd honom att följande nättén göra det vanliga ropet ; ulen örn morgonen skickade Kejsaren efter Kadi , och frågade honom : "" Hvarföre Nar den , sorn i går natt ropade från tornet , i natt ej låtit höra sig ? ” Kadi svarade , att man fruktat dermed misshaga Kejsaren ."	129:137	0:333	morgon
PROCESSED_kubhist2a.json-580-9:9	['ankomst..0-0']	erhållit befallning att sä fort möjligt är fortstynda sin ankomst .	58:65	0:67	ankomst
PROCESSED_kubhist2a.json-581-5:5	['därstädes..0-0']	Sani jag af Stadens Allktions-Kammare därstädes erhällit restlängd pä diwerse Auktioner till indrifning , sä fär jag först härmed manligen anmana deni , sol » weta sig ut klera nied betalningen , att sine Debet nästa Tisdag hos ling liqwidera , sä wida utmätving will undwikas , den jag i annat fall uran widare krindran är älagd werksiälla .	38:47	0:342	därstädes
PROCESSED_kubhist2a.json-587-36:36	['dubbel..0-0', 'dubbel..0-1']	Diverse brukade , dock i godt ständ warande Mans Gångkläder , bestående af ölwcrrackar , Frackar , Syr » tut , Wästar och Permisioner , samt Linnekläder , vakande at en ordinär Person , ett Zranfft Guld Fickur , en mycket god Violin med Sträte och dubbelt Foderal , finnas till salu lör billigt pris .	248:255	0:301	dubbel
PROCESSED_kubhist2a.json-588-3:3	['upphitta..0-0']	Den som samma upphittat , corde uppgiswa sin adree uti förs .	14:23	0:61	upphitta
PROCESSED_kubhist2a.json-590-9:9	['bröst..0-0']	En liten swart Hund med en hwit fläck framuti bröstet bortkom förleden Söndags afton , den honom kan tilratta staffa och pä Tryckeriet tllkänna gifwer tindfär wedergällning .	46:53	0:174	bröst
PROCESSED_kubhist2a.json-591-7:7	['sucka..0-0']	"derom med fä ord ; "" men , tilläde hon suckande , min sjukdom siutar sig ej förr än med lifwet ; jag är Mor , en olycklig Mor , endast dö ."	39:47	0:139	sucka
