usageID	sense	context	indices_target_token	indices_target_sentence	lemma
PROCESSED_ccoha1.json-473-26:26	['charity..0-0', 'charity..0-1']	"Thus too they could say to their "" reverend fathers and brethren , "" whom they were leaving behind them , "" It is a usual and laudable exercise of your charity , to commend to the prayers of your congregations the necessities and straits of your private neighbors ; do the like for a church springing out of your own bowels . """	152:159	0:327	charity
PROCESSED_ccoha1.json-473-31:31	['prayer..0-0', 'prayer..0-2']	"Thus too they could say to their "" reverend fathers and brethren , "" whom they were leaving behind them , "" It is a usual and laudable exercise of your charity , to commend to the prayers of your congregations the necessities and straits of your private neighbors ; do the like for a church springing out of your own bowels . """	180:187	0:327	prayer
PROCESSED_ccoha1.json-479-30:30	['brief..0-1']	I will immediately cause bills to be printed , announcing that ' the manager has the pleasure of informing his numerous patrons that he has , at enormous expense , succeeded in effecting a brief engagement with Mr. George Thompson , the celebrated comedian from the Theatre Royal , Drury Lane , London , who will make his first appearance in his celebrated character of Robert Macaire , in the great drama of that name , as performed by him upwards of two hundred nights before crowded and fashionable audiences including the royalty , nobility and gentry of England , who greeted him with the most terrific and enthusiastic yells of applause , and Her Majesty the Queen was so delighted with the masterly and brilliant representation , that she presented Mr. Thompson with a magnificent diamond ring valued at five thousand pounds sterling , which ring will be exhibited to the audience at the conclusion of the performance . '	189:194	0:928	brief
PROCESSED_ccoha1.json-479-82:82	['royalty..0-0']	I will immediately cause bills to be printed , announcing that ' the manager has the pleasure of informing his numerous patrons that he has , at enormous expense , succeeded in effecting a brief engagement with Mr. George Thompson , the celebrated comedian from the Theatre Royal , Drury Lane , London , who will make his first appearance in his celebrated character of Robert Macaire , in the great drama of that name , as performed by him upwards of two hundred nights before crowded and fashionable audiences including the royalty , nobility and gentry of England , who greeted him with the most terrific and enthusiastic yells of applause , and Her Majesty the Queen was so delighted with the masterly and brilliant representation , that she presented Mr. Thompson with a magnificent diamond ring valued at five thousand pounds sterling , which ring will be exhibited to the audience at the conclusion of the performance . '	526:533	0:928	royalty
PROCESSED_ccoha1.json-482-0:0	['latter..0-0', 'latter..0-1']	latter kind would stir our whole country to indignation .	0:6	0:57	latter
PROCESSED_ccoha1.json-485-14:14	['hill..0-0']	( Alboni lending her great voice ) , and torchlight processions through the woods that clothe the hills , in honor of some princely fbte ; and there have been brilliant crowds at the tables of roulette and of tremste et an ( among them figuring the pale head and fine features of the unworthy son of the greatest Englishman of his time ) ; beside all , there has been the usual qsaetuas of piquant gossip .	98:103	0:406	hill
PROCESSED_ccoha1.json-485-29:29	['table..0-0', 'table..0-3']	( Alboni lending her great voice ) , and torchlight processions through the woods that clothe the hills , in honor of some princely fbte ; and there have been brilliant crowds at the tables of roulette and of tremste et an ( among them figuring the pale head and fine features of the unworthy son of the greatest Englishman of his time ) ; beside all , there has been the usual qsaetuas of piquant gossip .	183:189	0:406	table
PROCESSED_ccoha1.json-508-27:27	['exclamation..0-0']	Evidently , the person did not see him till he had emerged from the dark shadow under the eaves-dropper , for , upon discovering his appearance , he uttered an exclamation of surprise , and started , as if to run away .	160:171	0:219	exclamation
PROCESSED_ccoha1.json-520-12:12	['retain..0-3']	She was tall and majestic in stature , and her pale oval face , retaining traces of former beauty , and piercing eyes , usually inspired pity rather than aversion in the beholder .	64:73	0:180	retain
PROCESSED_ccoha1.json-53-23:23	['yearn..0-0']	Her thoughts often reverted fondly to old Virika Gjetter , and the babe for whose sake she had suffered so much ; and her heart yearned for Norway .	128:135	0:148	yearn
PROCESSED_ccoha1.json-533-40:40	['table..0-3']	We have been somewhat particular in stating the merits of the work before us , because it is one of those books which will repose on the shelf of a library , to be occasionally referred to , and not lie on the table to be read through .	210:215	0:236	table
PROCESSED_ccoha1.json-536-59:59	['settler..0-0']	With his own magnificent prose-poem , Mr. King has tastefully interwreathed all the choice literature and poetry of the White Hills ; and at the same time has put into fitting shape , not only the local history , but the rich legendary lore - much of it before unwritten - which has been handed down from the rude pioneers and among the hardy settlers in a region so prolific of wild and perilous adventure , and so well fitted to nourish weird and strange beliefs and imaginings .	343:351	0:481	settler
PROCESSED_ccoha1.json-536-62:62	['region..0-2']	With his own magnificent prose-poem , Mr. King has tastefully interwreathed all the choice literature and poetry of the White Hills ; and at the same time has put into fitting shape , not only the local history , but the rich legendary lore - much of it before unwritten - which has been handed down from the rude pioneers and among the hardy settlers in a region so prolific of wild and perilous adventure , and so well fitted to nourish weird and strange beliefs and imaginings .	357:363	0:481	region
PROCESSED_ccoha1.json-536-9:9	['tastefully..0-0']	With his own magnificent prose-poem , Mr. King has tastefully interwreathed all the choice literature and poetry of the White Hills ; and at the same time has put into fitting shape , not only the local history , but the rich legendary lore - much of it before unwritten - which has been handed down from the rude pioneers and among the hardy settlers in a region so prolific of wild and perilous adventure , and so well fitted to nourish weird and strange beliefs and imaginings .	51:61	0:481	tastefully
PROCESSED_ccoha1.json-551-35:35	['devotion..0-0', 'devotion..0-1']	In his presence he dwelt upon the holy importance of his calling ; to others he dilated upon the importance of securing for the church a young man of so much talent , yet of so much devotion : qualities not always united , it would seem , among the churchlings of modern times .	182:190	0:278	devotion
PROCESSED_ccoha1.json-574-1:1	['latter..0-0', 'latter..0-1']	The latter consists of private instruments , either attested by the signature of the party whose act it purports to be , or not attested , from accident or from its natural character .	4:10	0:184	latter
PROCESSED_ccoha1.json-574-24:24	['accident..0-0']	The latter consists of private instruments , either attested by the signature of the party whose act it purports to be , or not attested , from accident or from its natural character .	144:152	0:184	accident
PROCESSED_ccoha1.json-578-17:17	['temperament..0-1']	They had broken away from the table to take a cordial farewell of one whose generous , soldierly temperament , not less than his brilliant social qualities , had made him the pride and delight of the mess .	97:108	0:206	temperament
PROCESSED_ccoha1.json-579-35:35	['freely..0-0']	Our foreign commercial debt had been paid with so much promptness , that European capitalists formed a very high opinion both of our resources and our honor , and they took the stocks of the States as freely as if they had been gold and silver .	201:207	0:245	freely
PROCESSED_ccoha1.json-586-43:43	['parish..0-0']	"It is customary in Germany to place one of these gratings at the mouth of any tributary stream , or in the bed of any river where a line of demarcation is drawn naturally or artificially between two kingdoms , two provinces , or even two parishes ; so that the branches and trunks of trees blown down by high winds , and swept away by inundations into the current , should not be carried beyond the frontiers , or boundaries , of the state or property to which they belong , and which derives from them no inconsiderable portion of its revenue . """	238:246	0:547	parish
PROCESSED_ccoha1.json-592-3:3	['not..0-0']	But for those not yet yoked , a word of warning , against such unequal yoking , may not be out of place .	14:17	0:105	not
PROCESSED_ccoha1.json-600-8:8	['worthy..0-2']	"Capting , come take something , "" said Staylor , addressing that worthy , who at this moment entered the social hall ."	65:71	0:118	worthy
PROCESSED_ccoha1.json-601-14:14	['pauper..0-0']	After the medical returns had been made and the survey completed , the number of pauper idiots and lunatics thus received was compared with the State Report relating to the poor , published by the Secretary of State , and including the number of idiots and insane returned by the overseers	81:87	0:289	pauper
PROCESSED_ccoha1.json-604-7:7	['reveal..0-0']	"hid from the wise and prudent , and revealed unto babes , ' "" murmured Tom ; "" ' even so , Father , for so it seemed good in thy sight . '"	36:44	0:138	reveal
PROCESSED_ccoha1.json-607-16:16	['exceed..0-0', 'exceed..0-1']	The remittances of gold to the United States have not , if we are rightly informed , much exceeded 15,000,000 , and that sum is , by many , thought to be too large an estimate .	90:98	0:177	exceed
PROCESSED_ccoha1.json-612-36:36	['lucky..0-0', 'lucky..0-1']	"I was always unlucky , boys , "" said Bob , throwing the bear skin and its contents over his shoulder , "" but I 've had my fill often of caul fat and liver ; many a man , who thinks he 's lucky , lives and dies ignorant of its virtue , as a ' possum is of corn cake ."	15:20	0:266	lucky
PROCESSED_ccoha1.json-613-24:25	['black_man..0-0']	"Then the Great Spirit said to the negro , "" You can take this "" ; and that was full of hoes and axes , - plainly showing that the black man was made to labor for both the white and red man . """	130:139	0:192	black_man
PROCESSED_ccoha1.json-617-9:9	['refuge..0-0']	The outlaws had most probably constructed their place of refuge , with an equal eye to obscurity and defence .	57:63	0:110	refuge
PROCESSED_ccoha1.json-619-2:2	['listen..0-0', 'listen..0-1']	I have listened with pleasure to the language addressed to you by your candidate for the highest office in the State .	7:15	0:118	listen
PROCESSED_ccoha1.json-63-46:46	['impute..0-1']	This officer , as we have before hinted , had been an active participator in the proceedings of the new court of sequestrations at Charleston ; and had rendered himself conspicuous by the fierce and unsparing industry with which he had brought to the judgment of that tribunal , the imputed delinquencies of some of the most opulent and patriotic citizens of the province .	283:290	0:373	impute
PROCESSED_ccoha1.json-630-5:5	['ascertain..0-0']	/z/ It is easy to ascertain the proper time to gather the beet , it is manifested by appearances which can hardly be mistaken .	18:27	0:127	ascertain
PROCESSED_ccoha1.json-631-12:12	['unusual..0-0', 'unusual..0-1']	This feeling at the time to which we allude , prevailed to an unusual extent , and its pernicious effects had been the cause of one or two duels of fatal termination .	62:69	0:167	unusual
PROCESSED_ccoha1.json-638-9:9	['ascertain..0-0']	Admiral Brueys , devotedly attached to Napoleon , and anxious to ascertain that he had obtained a foothold in the country before leaving him to his fate , delayed withdrawing his fleet , as Napoleon had expressly encined , from the Bay of Aboukir , to place it in a position of safety .	65:74	0:286	ascertain
PROCESSED_ccoha1.json-648-41:41	['joyous..0-0']	the wanderers as they surveyed with satisfaction the result of their labors ; and , when they turned their horses towards the sandy plain before them , their hearts were elated , and a feeling of security against its terrors made them even gay and joyous .	248:254	0:256	joyous
PROCESSED_ccoha1.json-648-6:6	['satisfaction..0-1']	the wanderers as they surveyed with satisfaction the result of their labors ; and , when they turned their horses towards the sandy plain before them , their hearts were elated , and a feeling of security against its terrors made them even gay and joyous .	36:48	0:256	satisfaction
PROCESSED_ccoha1.json-649-25:25	['wonder..0-3']	A boy , born and bred in a seaport , especially if it be a small one , is for ever upon the wharves , or in a boat , wondering what is going on in some vessel ridiug at anchor , or just floating out of sight .	117:126	0:209	wonder
PROCESSED_ccoha1.json-652-7:7	['induce..0-1']	It is not distinctly known what counsels induced them to return ; the Prince // urged them to press onward , with the zeal and eloquence of one who is pleading for his life ; but he could not prevail ; and when they began their retum , he seemed in perfect despair .	41:48	0:266	induce
PROCESSED_ccoha1.json-654-0:0	['neither..0-0']	' Neither ; but in the beginning of his ' Psalm of Life , ' he says : ' Tell me not in mournful numbers Life is but an empty dream ; For the soul is dead that slumbers , And things are not what they seem . '	2:9	0:207	neither
PROCESSED_ccoha1.json-654-26:26	['soul..0-3']	' Neither ; but in the beginning of his ' Psalm of Life , ' he says : ' Tell me not in mournful numbers Life is but an empty dream ; For the soul is dead that slumbers , And things are not what they seem . '	141:145	0:207	soul
PROCESSED_ccoha1.json-662-1:1	['struggle..0-0']	The struggle was fearful and agonizing , but the victory triumphant .	4:12	0:69	struggle
PROCESSED_ccoha1.json-667-16:16	['survive..0-0', 'survive..0-1']	"But I shall die with the satisfaction of knowing that thou , my detested rival , shalt not survive to enjoy Agnes . """	91:98	0:117	survive
PROCESSED_ccoha1.json-667-6:6	['satisfaction..0-1']	"But I shall die with the satisfaction of knowing that thou , my detested rival , shalt not survive to enjoy Agnes . """	25:37	0:117	satisfaction
PROCESSED_ccoha1.json-668-3:3	['assumption..0-2']	Beginning with the assumption , that moral evidence in such a case is wholly unsatisfactory and deceptive ; and , seeking for demonstration where , from the nature of the case and the laws of the human mind , it can not be obtained , they find it not , and consequently declare , that man 's faith is vain , and all religious belief properly so called , is a mere delusion .	19:29	0:374	assumption
PROCESSED_ccoha1.json-668-62:62	['delusion..0-1']	Beginning with the assumption , that moral evidence in such a case is wholly unsatisfactory and deceptive ; and , seeking for demonstration where , from the nature of the case and the laws of the human mind , it can not be obtained , they find it not , and consequently declare , that man 's faith is vain , and all religious belief properly so called , is a mere delusion .	364:372	0:374	delusion
PROCESSED_ccoha1.json-669-24:24	['reveal..0-0']	And ever must I think on that mild glance , Oft as I gaze into the girl 's bright eyes , Now sparkling in defiance , now revealing In confidence the pure depths of her soul -- Her child-like soul	121:130	0:195	reveal
PROCESSED_ccoha1.json-678-16:16	['induce..0-1']	""" continued his commander , "" and the judgment as well as gallantry you have on many occasions exhibited induce me to offer you now the charge of an expedition of high importance , one which has for some time past been maturing , today 's despatches have convinced me that it ca n't with expediency be delayed any longer . """	105:111	0:324	induce
PROCESSED_ccoha1.json-692-25:25	['companion..0-1']	The fiddle and the song are heard from the taproom morning , noon , and night ; and at each window may be seen some group of boon companions ,	130:140	0:142	companion
PROCESSED_ccoha1.json-693-20:20	['imagination..0-0']	, noticing that Everell cast stolen glances of anxious inquiry at her friend , made , with the usual activity of a romantic imagination , a thousand conjectures as to the nature of their acquaintance .	124:135	0:201	imagination
PROCESSED_ccoha1.json-707-21:21	['population..0-2', 'population..0-3']	The beneficial effects of our system will appear by referring to the following tabular view , in which the increase of general population may be deduced from the increased number of representatives from most of the states .	127:137	0:223	population
PROCESSED_ccoha1.json-711-12:12	['month..0-0']	We took her on board forty years ago it will be next month , at Louisville .	53:58	0:76	month
PROCESSED_ccoha1.json-715-28:28	['reap..0-1']	They are the common soil , which may be cultivated in different modes , but to which we are indebted for whatever harvest of law and justice our industry may reap .	158:162	0:164	reap
PROCESSED_ccoha1.json-730-29:29	['not..0-0']	Military defenses , commercial advantages , English interference , are mere after thoughts brought in to palliate the enormity of the evil and to furnish a pretext to the conscience which can not endure the unmitigated wickedness .	192:195	0:231	not
PROCESSED_ccoha1.json-734-22:22	['substance..0-2']	The chambers were always about three parts filled with a speckled , brown , flocculent , spongy-looking mass of a light and loosely connected substance .	142:151	0:153	substance
PROCESSED_ccoha1.json-738-15:15	['wherever..0-0']	"from Airs of Palestine , and other poems ( 1840 ) "" If the pulpit be silent , whenever or wherever there may be a sinner , bloody with this guilt , within the hearing of its voice , the pulpit is false to its trust . """	90:98	0:218	wherever
PROCESSED_ccoha1.json-739-27:27	['region..0-2']	I presume there are some where all questions are submitted to the male members of the church ; I have parol evidence that there are such in that region .	145:151	0:153	region
PROCESSED_ccoha1.json-740-15:15	['tune..0-2']	They are like great players who play divinely on instruments of music-we know the tune , it is the same old tui * e of joy and sorrow , passion , love , hope , all motives , the notes of which are engraven on our consciousness , but oh , how exquisitely touched !	82:86	0:263	tune
PROCESSED_ccoha1.json-747-7:7	['listen..0-0', 'listen..0-1']	"They were speaking French treason , when I listened like a lark , and heard every word of it . """	43:51	0:96	listen
PROCESSED_ccoha1.json-751-12:12	['soul..0-0', 'soul..0-3']	With such a philosophy , it is evident that , instead of raising the soul to the contemplation of heights not to be reached , and truths not to be understood by the mere understanding , his labor would be to bring all truths , spiritual and temporal , down to the level of the same faculty judging according to sense .	69:73	0:318	soul
PROCESSED_ccoha1.json-751-15:15	['contemplation..0-1']	With such a philosophy , it is evident that , instead of raising the soul to the contemplation of heights not to be reached , and truths not to be understood by the mere understanding , his labor would be to bring all truths , spiritual and temporal , down to the level of the same faculty judging according to sense .	81:94	0:318	contemplation
PROCESSED_ccoha1.json-751-42:42	['temporal..0-0', 'temporal..0-3']	With such a philosophy , it is evident that , instead of raising the soul to the contemplation of heights not to be reached , and truths not to be understood by the mere understanding , his labor would be to bring all truths , spiritual and temporal , down to the level of the same faculty judging according to sense .	241:249	0:318	temporal
PROCESSED_ccoha1.json-769-3:3	['freely..0-0']	Box takes root freely from cuttings , and is sometimes used without fibres ; but , unless great care is taken , some of it will fail to grow , thereby making the edging uneven and full of gaps , and it will be found difficult to get it into good shape again .	15:21	0:259	freely
PROCESSED_ccoha1.json-775-24:24	['not..0-0']	It will be better for the sake of humanity , to go on the presumption that they suffer , because the doubts upon the subject are not easily removed .	129:132	0:149	not
PROCESSED_ccoha1.json-779-1:1	['neither..0-0']	province.72 Neither could the colonist , who had been thus unceremoniously transplanted , return to his native district for , by another law , it was forbidden to any one to change his residence without license.73 He was settled for life .	12:19	0:239	neither
PROCESSED_ccoha1.json-791-12:12	['sail..0-2', 'sail..0-3']	The Scamandre , in accordance with the wont of the Greek Rayahs , sailed under a foreign flag ; she bore at her peak the French tricolor , though I doubt if the whole crew could have mustered a score of French words among them .	66:72	0:228	sail
PROCESSED_ccoha1.json-802-28:28	['mist..0-0']	It was an early autumn night , The moon should be above the trees ; But gathering clouds obscured the light , And heavy from the neighbouring seas The ghost-like mist in masses crept , As though to crush the rising breeze , And shroud the dying plants it wept .	162:166	0:261	mist
PROCESSED_ccoha1.json-803-22:22	['region..0-1', 'region..0-2']	The place was one of singular wildness , and its aspect brought to my mind the descriptions given by travellers of those dreary regions marking the site of degraded Babylon .	128:135	0:174	region
PROCESSED_ccoha1.json-808-104:104	['larceny..0-0']	"warlike and mighty of their age , believed in that , and shook before that which whether deceitful or not , substance or shadow , the very cowards of our day are too brave to be scared with , too full of courage to put their trust in -- afraid as they are of that , which the Roman pair would have met with a stern smile and a free step ; such men too of a later age , as the profound , wise and pure Sir Matthew Hale , who put many to death for witchcraft -- so clear was the proof , and so clear the nature of the crime -- while the nature of larceny , the nature of common theft was forever a mystery to him , if we may believe what we hear out of his own mouth ; such men too as the celebrated Judge Blackstone , who after a thorough sifting of the law , says -- "" It seems to be most elegible to conclude that in general there has been such a thing as witchcraft , though we can not give"	545:552	0:892	larceny
PROCESSED_ccoha1.json-808-18:18	['substance..0-0']	"warlike and mighty of their age , believed in that , and shook before that which whether deceitful or not , substance or shadow , the very cowards of our day are too brave to be scared with , too full of courage to put their trust in -- afraid as they are of that , which the Roman pair would have met with a stern smile and a free step ; such men too of a later age , as the profound , wise and pure Sir Matthew Hale , who put many to death for witchcraft -- so clear was the proof , and so clear the nature of the crime -- while the nature of larceny , the nature of common theft was forever a mystery to him , if we may believe what we hear out of his own mouth ; such men too as the celebrated Judge Blackstone , who after a thorough sifting of the law , says -- "" It seems to be most elegible to conclude that in general there has been such a thing as witchcraft , though we can not give"	108:117	0:892	substance
PROCESSED_ccoha1.json-81-14:14	['reprieve..0-0']	Officer -- The sad rumor is too true ; he is gone ... and no hope of reprieve remains .	69:77	0:87	reprieve
PROCESSED_ccoha1.json-815-43:43	['imagination..0-0']	Let us next examine the plan of the west front of St. Mark 's at Venice , which , though in many respects imperfect , is in its proportions , and as a piece of rich and fantastic colour , as lovely a dream as ever filled human imagination .	227:238	0:240	imagination
PROCESSED_ccoha1.json-816-13:13	['atheist..0-0', 'atheist..0-1']	On their own principle , they are logically bound to be either infidels or atheists .	75:83	0:85	atheist
PROCESSED_ccoha1.json-819-21:22	['look_after..0-0']	CHAPTER III The Husband and Father Mrs. Shelby had gone on her visit , and Eliza stood in the verandah , rather dejectedly looking after the retreating carriage , when a hand was laid on her shoulder .	123:136	0:201	look_after
PROCESSED_ccoha1.json-85-17:17	['heathen..0-0', 'heathen..0-1']	And he prayed that the auspicious result might be made to work a lasting rebuke on the heathen malignants , now plotting the overthrow of God 's church and people , and teach their accursed sachem a lesson which should strike terror into his black and guilty heart , and make him to see that the Lord reigneth , and will consume all those who may attempt to conspire against his elect , like stubble in the fire , yea , like chaff in the fiery furnace .	87:94	0:453	heathen
PROCESSED_ccoha1.json-850-3:3	['ministry..0-2', 'ministry..0-3']	Nay , your very ministry are stooping from their high estate , to blaspheme the destinies of my country .	16:24	0:105	ministry
PROCESSED_ccoha1.json-861-10:10	['devotion..0-0', 'devotion..0-1']	Mouctar , I believe none of my slaves rival thee in devotion to thy master .	52:60	0:76	devotion
PROCESSED_ccoha1.json-894-6:6	['faithful..0-1', 'faithful..0-2']	I saw my wife , -- my honoured , faithful wife , Disgraced and slandered by the villain who First won her -- then deceived her !	33:41	0:128	faithful
PROCESSED_ccoha1.json-895-17:17	['region..0-2']	Rising two thousand three hundred and ninety-four feet in the heavens , its top commanded the surrounding region	106:112	0:112	region
PROCESSED_ccoha1.json-896-6:6	['introduce..0-1']	She certainly contrived very soon to introduce his name to Ann Ellsworth ; and tell of his genius , and discretion , and kind heart ; always adding , that under Heaven , he was all her dependence .	37:46	0:197	introduce
PROCESSED_ccoha1.json-899-27:27	['wherever..0-0']	In the intercourse of nations , and in the public law which regulates it , the term citizen ' is used with respect to our own and other republican governments wherever subject '	159:167	0:177	wherever
PROCESSED_ccoha1.json-905-10:10	['mansion..0-0']	But it turned out , when Ruffleton occupied the Governor 's mansion , awaiting a responsive demonstration on the part of the aristocratic families	60:67	0:146	mansion
PROCESSED_ccoha1.json-920-27:27	['laver..0-0']	A very handsome French lady entered the church , while we leaned against the column , and advancing directly to the font , dipped her ungloved finger into the consecrated laver , made the sign of the cross first upon her own fine forehead , and then turning , stooped down and crossed affectionately and prayerfully the pure , olive brows of two beautiful little girls who followed her , and the forehead of an infant borne in the arms of a slave ; who , dipping her	171:176	0:466	laver
PROCESSED_ccoha1.json-923-12:12	['remembrance..0-0']	"too sure of that , "" answered Puffer Hopkins , "" for I have a dim remembrance of a death that touched me nearly , long ago ; whose death I can not say , but a vision , away off in past times -- of a darkened house -- a solemn train issuing forth , with one figure staggering into the funeral coach , drunk with excess of grief -- the heavy roll of wheels -- and many tears and lamentations in the small household . """	66:77	0:416	remembrance
PROCESSED_ccoha1.json-934-21:21	['fellow..0-1']	The statement usually made that he was expelled for marrying contrary to the statutes , is incorrect , as he was never a Fellow of the University , and therefore could not be prejudiced by taking such a step .	121:127	0:209	fellow
PROCESSED_ccoha1.json-937-23:23	['sail..0-2', 'sail..0-3']	Agnes , a devoted admirer of nature , was in an ecstasy which she could not conceal , as one beautiful view succeeded another during their sail up the lake ; but the other ladies were so much occupied in trying the effect of art , that they had no eye for the beauties of nature .	139:143	0:280	sail
PROCESSED_ccoha1.json-942-8:8	['fellow..0-0']	He was called the smartest and most trusty fellow , who had this honor conferred upon him the most frequently .	43:49	0:111	fellow
PROCESSED_ccoha1.json-944-26:26	['struggle..0-0', 'struggle..0-2']	Blood upon the leaves , and beaten-down bushes , showed that he had got his wound about twenty paces from where he fell , and that he had struggled for his life .	138:147	0:162	struggle
PROCESSED_ccoha1.json-951-12:12	['freely..0-0']	The habits of all are similar , naturally prostrate creeping plants , taking root freely wherever the stems come in contact with the ground , arid sending forth innumerable clusters of their many-hued , brilliant flowers from May to November .	82:88	0:243	freely
PROCESSED_ccoha1.json-951-13:13	['wherever..0-0']	The habits of all are similar , naturally prostrate creeping plants , taking root freely wherever the stems come in contact with the ground , arid sending forth innumerable clusters of their many-hued , brilliant flowers from May to November .	89:97	0:243	wherever
PROCESSED_ccoha1.json-952-7:7	['profundity..0-0']	Her gesture was very expressive , and the profundity of a whole Med .	42:52	0:69	profundity
PROCESSED_ccoha1.json-953-2:2	['wonder..0-0', 'wonder..0-2']	The great wonder was , how Wyatt had been entrapped into such a match .	10:16	0:71	wonder
PROCESSED_ccoha1.json-960-1:1	['destruction..0-0']	The destruction of all the safeguards by which the sober , industrious and honest portions of the community are protected	4:15	0:121	destruction
PROCESSED_ccoha1.json-98-10:10	['fellow..0-0']	Anas Todkill I begin to find out what a clever fellow I am : Opportunity is every thing .	47:53	0:89	fellow
PROCESSED_ccoha1.json-981-33:33	['futurity..0-0']	it is a person who makes oracular responses from a close lodge of peculiar construction , where the inmate is supposed to be surrounded by superhuman influences , which impart the power of looking into futurity .	202:210	0:212	futurity
PROCESSED_ccoha1.json-987-7:7	['neither..0-0']	"pronouncing the eulogy of the czar , said , -- "" Neither does good education make the great character , nor does bad education destroy it ."	49:56	0:139	neither
PROCESSED_ccoha1.json-990-5:5	['violently..0-0']	For a time she cried violently , then she grew calm and quiet , and her mother could hear her walking back and forth across the room , talking to herself .	21:30	0:155	violently
PROCESSED_ccoha1.json-994-15:15	['region..0-1', 'region..0-2']	Fleeing from the abominations of America and India , we direct our attention to the immense regions of Africa .	92:99	0:111	region
PROCESSED_eng_news_2020_1M-sentences.json-10-19:19	['plenty..0-0']	$100 million is, however, pocket change and Kenya is set to earn more than ten times that with plenty left to go around once AfCTA becomes a reality.	95:101	0:149	plenty
PROCESSED_eng_news_2020_1M-sentences.json-1004-11:11	['consultation..0-1']	AAKASH JOSHI: Why did you not go for a broader political consultation on the Central Vista project and made yourjob easy?	57:69	0:121	consultation
PROCESSED_eng_news_2020_1M-sentences.json-1006-14:14	['farm..0-0']	Aalgaard's brother, Phillip, of Halstad, Minn., said Nate grew up on their family farm in rural Ada, Minn., and was in a serious car crash just after high school in 1977.	82:86	0:170	farm
PROCESSED_eng_news_2020_1M-sentences.json-1007-12:13	['climate_change..0-0']	Aaliyah Alberts’ concern about climate disruption, she is misinformed in claiming that climate change can’t be addressed by market-based solutions (“Market-based solutions won’t address climate change,” Nov. 20).	87:101	0:212	climate_change
PROCESSED_eng_news_2020_1M-sentences.json-1009-5:5	['kindness..0-0', 'kindness..0-1']	A: All thanks to the kindness of people like yourself.	21:29	0:54	kindness
PROCESSED_eng_news_2020_1M-sentences.json-1019-3:3	['previously..0-0']	Aamir Khan was previously married to his childhood sweetheart Reena Dutta.	15:25	0:74	previously
PROCESSED_eng_news_2020_1M-sentences.json-1024-23:23	['fiery..0-0', 'fiery..0-1']	Aang is seen early in Avatar: The Last Airbender to have such a strong handle over his airbending that he reduces a large fiery projectile to rubble with a well-placed air kick.	122:127	0:177	fiery
PROCESSED_eng_news_2020_1M-sentences.json-1033-14:14	['definition..0-1']	AAP is currently not eligible to receive funding because does not fall under the definition of a news media business, but it has written to the ACCC arguing its case to be included.	81:91	0:181	definition
PROCESSED_eng_news_2020_1M-sentences.json-1042-6:6	['oath..0-1']	AAP national convener Arvind Kejriwal took oath as the Chief Minister of Delhi for the third consecutive time on Sunday at the city’s Ramlila Maidan where a multi-level security arrangement has been put in place.	43:47	0:212	oath
PROCESSED_eng_news_2020_1M-sentences.json-1064-3:3	['farm..0-0']	Aaron Brudelie, a farm business management instructor in Welcome, Minn., said he estimates 1 out of 10 farmers is now struggling to find a lender.	18:22	0:146	farm
PROCESSED_eng_news_2020_1M-sentences.json-1081-7:7	['discriminate..0-2', 'discriminate..0-3']	Aaron had to show that Nathan was discriminated against when his marriage was turned down.	34:47	0:90	discriminate
PROCESSED_eng_news_2020_1M-sentences.json-1094-8:8	['consider..0-1', 'consider..0-2', 'consider..0-3']	Aaron Jones, Green Bay Packers running back, is considered a “Sleeper” this week because a calf injury may keep him out of week 8’s game against division-rival Minnesota.	48:58	0:170	consider
PROCESSED_eng_news_2020_1M-sentences.json-1126-6:6	['prone..0-1']	Aaron Rodgers isn’t necessarily injury-prone, but he’s been on the mend enough that at this advanced stage of his career, a reliable backup is essential.	39:44	0:153	prone
PROCESSED_eng_news_2020_1M-sentences.json-1147-7:7	['administration..0-2', 'administration..0-3']	AARP assumes part of the responsibility for administration of the program and establishment of an effective liaison with the IRS offices at a national and regional level.	44:58	0:170	administration
PROCESSED_eng_news_2020_1M-sentences.json-1186-24:24	['governor..0-1']	AB 1850 eventually morphed into AB 2257, and the final version included the exclusions for the insurance inspection companies, and was signed by the governor.	149:157	0:158	governor
PROCESSED_eng_news_2020_1M-sentences.json-1199-3:3	['today..0-0', 'today..0-1']	A baby born today has a Sun in Taurus and a Moon in Cancer until 9:06 p.m., when the moon enters Leo.	12:17	0:101	today
PROCESSED_eng_news_2020_1M-sentences.json-1212-15:15	['reveal..0-0']	A backlash roiled across social media Wednesday, March 18, as several celebrities and professional athletes revealed that they had been tested for the coronavirus, even when they didn’t have a fever or other tell-tale symptoms.	108:116	0:227	reveal
PROCESSED_eng_news_2020_1M-sentences.json-1231-2:2	['twitch..0-1', 'twitch..0-2']	A bad twitch, and someone could have been hurt or killed.	6:12	0:57	twitch
PROCESSED_eng_news_2020_1M-sentences.json-1236-25:25	['erstwhile..0-0']	Abagi cited Akeredolu’s recent visit to Tinubu in Lagos to introduce his running mate, Lucky Aiyedatiwa, noting that Tinubu was regarded as Akeredolu’s erstwhile political antagonists.	152:161	0:184	erstwhile
