usageID	sense	context	indices_target_token	indices_target_sentence	lemma
combined_sample_leipzig_eng_news-139-125:133	['navigate.v.03']	We take our commitment to student success and wellbeing seriously and that commitment guides our decisions as we continue to navigate this difficult situation.	125:133	0:159	navigate
combined_sample_leipzig_eng_news-14-89:102	['qualification.n.01']	On that premise, we need our best players starting with the Algeria games to secure that qualification in style.	89:102	0:112	qualification
combined_sample_leipzig_eng_news-140-91:98	['do.v.03', 'perform.v.01', 'perform.v.02']	Having spent a couple of months with the MagniFi Mini from Polk Audio, lets look at how it performs.	91:99	0:100	perform
combined_sample_leipzig_eng_news-141-61:69	['navigate.v.03']	I am incredibly proud of the education leaders who have been navigating this extraordinary situation for weeks.	61:71	0:111	navigate
combined_sample_leipzig_eng_news-142-126:132	['course.n.01']	Basically what we did at the beginning of COVID19, Kern said, was challenge faculty to take their learning objectives for the course and think creatively as to how they can be met in a remote teaching scenario.	126:132	0:210	course
combined_sample_leipzig_eng_news-143-12:18	['barely.r.01', 'hardly.r.02']	Baldwin was hardly nave about the human capacity for evil, especially in white folk.	12:18	0:84	hardly
combined_sample_leipzig_eng_news-146-18:24	['deeply.r.02']	Dollar General is deeply involved in the communities it serves and is an ardent supporter of literacy and education.	18:24	0:116	deeply
combined_sample_leipzig_eng_news-147-139:143	['swerve.v.01']	The charges are the same as last time gullible Americans being brainwashed against the Democratic establishment but the evidence presented veers off into parody.	139:144	0:161	veer
combined_sample_leipzig_eng_news-149-173:179	['act.v.02', 'behave.v.02']	SAGE's warning comes on the same day an Office for National Statistics ONS report suggested the epidemic was shrinking, adding to confusion about how the virus is currently behaving.	173:181	0:182	behave
combined_sample_leipzig_eng_news-15-60:68	['powerfully.r.01', 'strongly.r.01']	He skipped around the Mildmay course well before picking up strongly to score with plenty left in the tank.	60:68	0:107	strongly
combined_sample_leipzig_eng_news-150-56:63	['approximately.r.01']	Asked how he can say the pandemic is under control when roughly 1,000 Americans are dying from Covid19 each day, Trump said, remarkably, that it is what it is.	56:63	0:159	roughly
combined_sample_leipzig_eng_news-151-29:37	['powerfully.r.01', 'strongly.r.01']	As mentioned, stocks rallies strongly today.	29:37	0:44	strongly
combined_sample_leipzig_eng_news-152-94:98	['unit.n.02']	In L.A. County, there were 1,783 people hospitalized as of Tuesday, with 26 in intensive care units and 18 on ventilators.	94:99	0:122	unit
combined_sample_leipzig_eng_news-153-119:123	['alike.a.01', 'like.a.01', 'like.n.01']	The MLB and the MLBPA have yet to come to an agreement to start the season due to a dispute over salaries but it looks like they may have another hurdle to clear when it comes to the Coronavirus.	119:123	0:195	like
combined_sample_leipzig_eng_news-154-52:60	['unmarked.a.01']	Mooy delivers another ball into the box towards the unmarked Belgian.	52:60	0:69	unmarked
combined_sample_leipzig_eng_news-155-58:62	['draw.n.09']	The quickfire goals were harsh on Getafe but the visitors hauled themselves back into contention through top scorer Rodriguez, who has been linked with a move to Barca as an emergency replacement for the injured Ousmane Dembele.	58:64	0:228	haul
combined_sample_leipzig_eng_news-156-27:31	['enjoy.v.01']	They dont take a moment to bask in the glory of the win with you.	27:31	0:65	bask
combined_sample_leipzig_eng_news-157-108:115	['despite.n.02']	The 37yearold actress also revealed the one rule thatand she had been following to make their marriage work despite being extremely busy with their schedules.	108:115	0:158	despite
combined_sample_leipzig_eng_news-158-103:112	['contiguous.s.01', 'immediate.a.03']	His actions directly violated the law as California law prohibits referrals where the physician or his immediate family has a financial interest with the person or entity receiving the referral.	103:112	0:194	immediate
combined_sample_leipzig_eng_news-16-75:82	['section.n.04', 'segment.n.02']	It launched SeleQtions as a brand and repositioned Ginger in the lean luxe segment with 20 per cent of its portfolio under it.	75:82	0:126	segment
combined_sample_leipzig_eng_news-160-22:27	['civic.a.01', 'civil.a.04']	The Ottawa Hospital's Civic campus in April 2020, the month that saw the highest number of patients being treated for COVID19.	22:27	0:126	civic
combined_sample_leipzig_eng_news-161-75:79	['wide.a.01', 'wide.r.01']	On day two, in the second round the Eagles had the chance to draft another wide receiver or fill a need at cornerback or linebacker.	75:79	0:132	wide
combined_sample_leipzig_eng_news-163-178:185	['include.v.01', 'include.v.02']	Lodi Chamber of Commerce president and CEO Pat Patrick signed a letter to Governor Gavin Newsom, according to Associated Press AP, to lobby against Newsom's recent safety orders including shutdowns of some business sectors.	178:187	0:223	include
combined_sample_leipzig_eng_news-164-90:95	['claim.n.01', 'claim.v.02', 'claim.v.03']	Adding one additional centimeter to his indoor record height would have allowed Fisher to claim the outdoor record, cementing his name in Middleburys athletic history.	90:95	0:167	claim
combined_sample_leipzig_eng_news-165-83:90	['inauguration.n.01']	Back in 2017, Honeywell had launched a new investment fund to invest in earlystage startups that are strategically aligned to the companys portfolio and software capabilities, it had said in a statement.	83:91	0:203	startup
combined_sample_leipzig_eng_news-166-185:193	['national.a.01', 'national.a.07']	Minnesota Vikings quarterback Kirk Cousins says that the league is waking up to what Colin Kaepernick was attempting to say when, some seasons back, he started taking a knee during the national.	185:193	0:194	national
combined_sample_leipzig_eng_news-167-62:67	['appropriate.v.02', 'seize.v.02']	All that said, it shouldnt come as a surprise that Newton has seized control of the Patriots starting quarterback job.	62:68	0:118	seize
combined_sample_leipzig_eng_news-168-84:87	['cry.v.04']	While there are some laughs to be had in Seasons 8 and 9 of the show, they're a far cry from the sheer, hilarious madness of the early ones.	84:87	0:140	cry
combined_sample_leipzig_eng_news-17-80:87	['tramp_down.v.01', 'trample.v.02', 'tread.v.02']	By potentially sharing the government, the Afghan leaders are brazenly going to trample on the demagogic claims and promises they held out during electoral campaigns when they would speak strongly against repeating the fiascos of 2014.	80:87	0:235	trample
combined_sample_leipzig_eng_news-170-49:56	['inauguration.n.01']	Founded in 2014, Traxof is a workflow automation startup that seeks to provide 100 per cent customisability, natural languagebased interaction, ease of usage, process optimisation, interfacing with external tools and better humancomputer interaction.	49:56	0:250	startup
combined_sample_leipzig_eng_news-171-78:85	['despite.n.02']	Last weeks episode of Raw drew 2.437 million viewers, the best number of 2020 despite an aggressive firsttothird hour decline.	78:85	0:126	despite
combined_sample_leipzig_eng_news-172-46:53	['approximately.r.01']	John Vansice's friend, LaDonna Woodford, says roughly 2 years after Jodi's disappearance, she received a visit from an FBI agent.	46:53	0:129	roughly
combined_sample_leipzig_eng_news-173-27:34	['despite.n.02']	Abraham is behind on 38.2m despite an impressive haul of 13 goals, midfielder Mount on 33m and rightback Reece James on 23.	27:34	0:123	despite
combined_sample_leipzig_eng_news-174-100:110	['adjective.a.02', 'procedural.a.01']	As the White House Coronavirus Task Force gave its update Sunday night, the Senate failed to pass a procedural vote to move forward with an economic stimulus bill that could cost between 1.5 and 2 trillion.	100:110	0:206	procedural
combined_sample_leipzig_eng_news-175-144:151	['despite.n.02']	Observers say market conditions remain strong and that indications of solid demand mean growers should continue to see relatively strong prices despite expanding supply and competition from lowercost pistachios from Iran.	144:151	0:221	despite
combined_sample_leipzig_eng_news-176-32:40	['powerfully.r.01', 'strongly.r.01']	Global trade flows bounced back strongly in the summer, marking the largest rise in two decades as air and sea transport channels reopened while demand for consumer goods surged.	32:40	0:178	strongly
combined_sample_leipzig_eng_news-177-44:49	['fire.n.03']	As Prince sang the lyrics, Babe, you're the flame, the fire, but most of all, you're the spark, Favell popped the question.	44:49	0:123	flame
combined_sample_leipzig_eng_news-179-139:147	['internal.s.02']	This transaction allows us to take advantage of the strong gold price environment at a forward price that is significantly higher than our internal gold price forecasts used for reserve calculations and budgeting.	139:147	0:213	internal
combined_sample_leipzig_eng_news-18-143:150	['section.n.04', 'segment.n.02']	Lypertek will hope to use its reputation as an audiophilefriendly manufacturer to stand out amidst the competition in the budget true wireless segment.	143:150	0:151	segment
combined_sample_leipzig_eng_news-180-28:37	['stranglehold.n.01']	MILAN The coronavirus has a chokehold on the global economy.	28:37	0:60	chokehold
combined_sample_leipzig_eng_news-181-60:64	['unit.n.02']	When we get these patients that should be in the ICU in our unit, we tend to send them back in a couple of days, she said.	60:64	0:122	unit
combined_sample_leipzig_eng_news-183-49:56	['despite.n.02']	Critics described him as a virtual dictator, but despite its poverty Kenya was more stable than many other countries in the region emerging from colonial rule.	49:56	0:159	despite
combined_sample_leipzig_eng_news-186-127:131	['wide.a.01', 'wide.r.01', 'wide.r.04']	But Houston did acquire versatile running back David Johnson, who is a multidimensional threat when healthy, and added veteran wide receivers Brandin Cooks and Randall Cobb to a group that already included Will Fuller and Kenny Stills.	127:131	0:235	wide
combined_sample_leipzig_eng_news-187-82:86	['alike.a.01', 'like.a.01', 'like.n.01']	Getyourgreyon was luckless last time out and for a good while yesterday it looked like he might meet a similar fate again, but a midrace move by jockey Jag GuthmannChester alleviated those concerns and he proved a mile too good.	82:86	0:228	like
combined_sample_leipzig_eng_news-188-150:157	['despite.n.02']	The 20yearold has played just 81 minutes of firstteam football this season and did not make the bench for Sunday's Premier League defeat at Leicester despite Willian being out injured.	150:157	0:184	despite
combined_sample_leipzig_eng_news-189-116:123	['textile.a.01']	Whichever title fits you best, you are an musician waiting to produce your most current masterpiece with particular textile, shades of thread and also distinct styles.	116:123	0:167	textile
combined_sample_leipzig_eng_news-19-67:74	['section.n.04']	Hyundai appears to be among the leaders in the key future mobility segments autonomy, electrification, and fuel cells.	67:75	0:118	segment
combined_sample_leipzig_eng_news-190-104:111	['inauguration.n.01']	Bill Gurley, an investor at the venture capital firm Benchmark, said that over the past 10 years of the startup boom, investors had taken on more and more risk.	104:111	0:160	startup
combined_sample_leipzig_eng_news-193-144:149	['early.a.01', 'early.r.02']	But as far as Foles maybe or maybe not being the ultimate solution and who will get a shot at picking the next quarterback, boy, youre a little early with that.	144:149	0:160	early
combined_sample_leipzig_eng_news-194-67:75	['navigate.v.03']	Thats why today as we continue our exclusive WW series to help you navigate the challenges of the coronavirus lockdown without piling on the pounds were sharing brilliant WW recipes for muffins, cakes and other sweet treats for you to try at home.	67:75	0:247	navigate
combined_sample_leipzig_eng_news-195-82:88	['living.a.01']	The singlestory east wing has four bedrooms, four and a half baths and a spacious living room.	82:88	0:94	living
combined_sample_leipzig_eng_news-197-73:81	['state.n.01']	She explained that the funds are meant for the two districts in Muchinga province as they were hot spots for Covid 19 and most hit by the pandemic in the province.	73:81	0:163	province
combined_sample_leipzig_eng_news-199-218:227	['extremely.r.02']	A spokeswoman for Pfizer said Wednesday that the companys cold storage equipment was designed by securityconscious experts and custombuilt to match the specific requirements of Pfizers vaccine, which must be stored at extremely cold temperatures.	218:227	0:246	extremely
combined_sample_leipzig_eng_news-2-144:157	['qualification.n.01']	But they have fallen away badly, winning only five times in the league in 2020 and they are in real danger of missing out on a Champions League qualification spot.	144:157	0:163	qualification
combined_sample_leipzig_eng_news-20-92:99	['trample.v.02', 'tread.v.02']	We believe that the rights of the francophone population in particular have been completely trampled on, said Justine McIntyre, spokesperson for the Ligue daction civique.	92:100	0:171	trample
combined_sample_leipzig_eng_news-200-154:158	['unit.n.02']	Kaieteur News understands that due to the influx of injured bikers in the male surgical ward of the city hospital, there is now a shortage of beds in the unit.	154:158	0:159	unit
combined_sample_leipzig_eng_news-201-7:17	['brooding.s.01', 'reflective.s.03']	In one reflective moment in his speech yesterday, Boris acknowledged that at times the Government's response to coronavirus was seen as being like a 'recurring bad dream where you are telling your feet to run but your feet won't move.'	7:17	0:235	reflective
combined_sample_leipzig_eng_news-202-69:78	['different.a.01', 'different.s.02', 'different.s.05', 'unlike.a.01']	By examining the differences in the surface elevation of glaciers at different points in time, we were able to measure how quickly glaciers across the region have thinned over the past five decades.	69:78	0:198	different
combined_sample_leipzig_eng_news-203-27:35	['navigate.v.03']	How have you and your team navigated the crisis?	27:36	0:48	navigate
combined_sample_leipzig_eng_news-204-63:71	['national.a.01', 'national.a.02', 'national.a.03', 'national.s.04']	He added that final year students will not sit for this year's national examinations.	63:71	0:85	national
combined_sample_leipzig_eng_news-21-109:116	['section.n.04']	The pellet consumption has increased by nearly 20 leading to a higher capacity utilisation of this important segment.	109:116	0:117	segment
combined_sample_leipzig_eng_news-22-63:70	['section.n.04']	Airtel is the largest player in Indias enterprise connectivity segment and serves over 2,500 large businesses and over one million medium and small businesses.	63:70	0:159	segment
combined_sample_leipzig_eng_news-23-31:38	['section.n.04', 'segment.n.02']	The company is also in the API segment along with with injectables which is the most attractive one in the pharma sector.	31:38	0:121	segment
combined_sample_leipzig_eng_news-24-30:36	['framework.n.02']	They are to be woven into the fabric of our lives.	30:36	0:50	fabric
combined_sample_leipzig_eng_news-25-95:102	['section.n.04']	Huawei is known to be pushing its efforts in connected cars and autonomous driving, seeing the segments as a potential area for growth outside of its existing businesses.	95:103	0:170	segment
combined_sample_leipzig_eng_news-26-104:109	['footing.n.02']	The MPC, on Friday, maintained all economic parameters unchanged, except the CRR that was raised by 500 basis point to 27.5 per cent.	104:109	0:133	basis
combined_sample_leipzig_eng_news-27-67:74	['section.n.04']	I think augmented reality is legitimately one of the most exciting segments in the industry, and I do believe that things like smart glasses are the formfactor of the near future.	67:75	0:179	segment
combined_sample_leipzig_eng_news-28-176:183	['section.n.04']	Although earnings recovery could be slow, we expect RILs fundamentals to remain supported by ongoing strength in the digital division and the gradual improvement in its energy segment.	176:183	0:184	segment
combined_sample_leipzig_eng_news-29-77:84	['section.n.04']	The allnew i20 is all set to reestablish benchmarks in the premium hatchback segment with its sleek style, thrilling performance and unmatched new technologies.	77:84	0:160	segment
combined_sample_leipzig_eng_news-30-94:99	['footing.n.02']	On the quantum of reduction, the MPC voted with a 51 majority to reduce the policy rate by 40 basis points from 4.4 per cent to 4.0 per cent.	94:99	0:141	basis
combined_sample_leipzig_eng_news-31-54:67	['qualification.n.01']	For updated information on the ranking system and the qualification status for athletes for Tokyo, logon to httpworldathletics.	54:67	0:127	qualification
combined_sample_leipzig_eng_news-32-31:36	['footing.n.02']	We expanded segment margin 150 basis points or 70 basis points, excluding the impact of the 2018 spinoff, both 10 basis points above the high end of our 2019 guidance.	31:36	0:167	basis
combined_sample_leipzig_eng_news-33-110:117	['despite.n.02']	Castro finished with 27 points, five rebounds and eight assists for the Tropang Giga who still lead standings despite the defeat.	110:117	0:129	despite
combined_sample_leipzig_eng_news-35-82:89	['approximately.r.01']	As part of the legal fight, thenViacom CEO Philippe Dauman accused Herzer who was roughly 40 years younger than Redstone of being concerned only with his money.	82:89	0:160	roughly
combined_sample_leipzig_eng_news-36-34:40	['heartily.r.02', 'warmly.r.02']	Recent rainfall in Argentina were warmly welcomed by local farmers and depleted soil moisture conditions alike.	34:40	0:111	warmly
combined_sample_leipzig_eng_news-37-71:76	['footing.n.02']	Earlier, it was linked to the Reserve Bank of India bank rate plus 300 basis points.	71:76	0:84	basis
combined_sample_leipzig_eng_news-38-91:99	['banish.v.03', 'demote.v.01', 'relegate.v.04']	After missing out on a Uefa Cup place despite their highestever league finish, Palace were relegated at the end of the Premier Leagues inaugural season in 199293 as Coppells exciting side broke up following the sale of Wright to Arsenal.	91:100	0:237	relegate
combined_sample_leipzig_eng_news-39-215:219	['engage.v.07']	With one day to go before Hamilton enters COVID lockdown, the city reported another big jump in new COVID cases today with 134 new cases reported, and seven deathsthe highest number of daily deaths since the second wage of the pandemic began.	215:219	0:242	wage
combined_sample_leipzig_eng_news-4-43:47	['engage.v.07']	Davis gained fame as a state legislator by waging a 2013 filibuster against an antiabortion bill, then lost a race for governor the following year.	43:49	0:147	wage
combined_sample_leipzig_eng_news-40-36:41	['footing.n.02']	The RBI has cut policy rates by 115 basis points since February.	36:41	0:64	basis
combined_sample_leipzig_eng_news-41-82:87	['footing.n.02']	Contribution of issuers of debt securities to core SGF shall be equivalent to 0.5 basis points of the issuance value of debt securities per annum based on the maturity of debt securities, to be collected upfront, the regulator said.	82:87	0:232	basis
combined_sample_leipzig_eng_news-43-32:36	['catch.n.02']	Cornyn has not yet revealed his haul for the period, but he has said she outraised him for the period and basically wiped out the large cashonhand advantage he has had since the beginning of the cycle.	32:36	0:201	haul
combined_sample_leipzig_eng_news-44-8:12	['engage.v.07']	Mr. Guo waged his war against the Chinese government from Facebook and Twitter for months, but then suspended his accounts after he posted the personal information of Chinese people online.	8:13	0:189	wage
combined_sample_leipzig_eng_news-46-66:74	['property.n.02']	Named pages with pageorientation Support is added for several CSS properties and descriptors for printing.	66:76	0:106	property
combined_sample_leipzig_eng_news-47-39:43	['engage.v.07']	So for the past 40 years, we have been waging Jihad, war against terrorism, war against inflation, war against corruption Ehtesaab and war for change Tabdeeli.	39:45	0:159	wage
combined_sample_leipzig_eng_news-48-103:109	['impair.v.01', 'mar.v.01']	Guinness Nigeria carried out a comprehensive review of its asset base and made a strategic decision to impair a certain category of assets, which were generating suboptimal returns.	103:109	0:181	impair
combined_sample_leipzig_eng_news-49-112:120	['banish.v.03', 'demote.v.01']	But a chance to return to his first club where he played in the topflight between 2002 and 2004, when they were relegated could be too enticing to turn down.	112:121	0:157	relegate
combined_sample_leipzig_eng_news-5-156:169	['qualification.n.01']	Egbo, 47, led KF Tirana to their first league title in a decade back in July becoming the first African coach to lead a European team to a league title and qualification to the UEFA Champions League.	156:169	0:199	qualification
combined_sample_leipzig_eng_news-50-86:90	['flex.v.01']	The service from the Comcastowned company will launch on April 15 for Comcasts X1 and Flex customers and will debut nationally three months later on July 15, NBCUniversal announced at its media event for the service on Thursday.	86:90	0:228	flex
combined_sample_leipzig_eng_news-51-81:85	['swerve.v.01']	Halloran, the Spokane epidemiologist, said she has taken to wondering how it all veered so off track.	81:87	0:101	veer
combined_sample_leipzig_eng_news-52-20:27	['approximately.r.01']	The job cuts affect roughly 3 per cent of Dixons' total workforce in the UK and Ireland.	20:27	0:88	roughly
combined_sample_leipzig_eng_news-53-133:141	['navigate.v.03']	The UNRC, Ms. Nathalie Fustier added Cooperation with ICD on such a crucial issue will be instrumental in finding innovative ways to navigate these uncertain times.	133:141	0:164	navigate
combined_sample_leipzig_eng_news-54-76:84	['demote.v.01', 'relegate.v.04']	Kanyenda, who facilitated Muyaba and defender Dennis Chembezis moves to the relegated South African club, said he will in future think twice before helping Malawian players.	76:85	0:173	relegate
combined_sample_leipzig_eng_news-56-199:207	['navigate.v.03']	With the pandemic adding to pressure on a number of African countries already struggling with unsustainable debt, Zambia is being closely watched as a test case for how borrowers and creditors might navigate a broader debt crisis.	199:207	0:230	navigate
combined_sample_leipzig_eng_news-57-43:52	['blink_of_an_eye.n.01']	The post of vice president is described as heartbeat away from the presidency and she is the first nonWhite candidate for the job and the third woman from a major party.	43:52	0:169	heartbeat
combined_sample_leipzig_eng_news-58-58:62	['swerve.v.01']	Theyd also have to change around their entire offense and veer away from young QB Jarrett Stidham to sign the veteran.	58:62	0:118	veer
combined_sample_leipzig_eng_news-59-184:193	['different.a.01', 'different.s.02', 'different.s.05', 'unlike.a.01']	Should city or county officials require it, Malone is prepared to further reduce the number of teams, or break up the teams into flights that will launch and weigh in their catches at different times.	184:193	0:200	different
combined_sample_leipzig_eng_news-6-46:59	['qualification.n.01']	The top two teams of each group secure direct qualification while six thirdplaced teams will compete in a separate competition to win the remaining four places.	46:59	0:160	qualification
combined_sample_leipzig_eng_news-60-63:68	['footing.n.02']	The provision for credit losses on impaired loans ratio was 29 basis points, compared with 12 basis points in the prior year.	63:68	0:125	basis
combined_sample_leipzig_eng_news-61-33:37	['unit.n.02', 'unit.n.03']	Fifteen of those patients on the unit have shown symptoms of COVID19.	33:37	0:69	unit
combined_sample_leipzig_eng_news-62-134:141	['include.v.01', 'include.v.02', 'include.v.03']	Adverts that attempt to describe different races as a threat will be banned and content that could incite violence or suppress voting including from politicians will also be banned.	134:143	0:181	include
combined_sample_leipzig_eng_news-63-15:20	['stuff.n.02', 'stuff.n.05']	Everybody does stuff different at home and you get to learn about that by going to school with all these different people.	15:20	0:122	stuff
combined_sample_leipzig_eng_news-64-54:58	['wide.a.01', 'wide.r.01', 'wide.r.04']	Three made the Rams roster Running back Xavier Jones, wide receiver Trishton Jackson and defensive lineman Eric Banks.	54:58	0:118	wide
combined_sample_leipzig_eng_news-66-201:208	['inauguration.n.01']	The latest funding round also is also backed by US venture capital firm Point72 Ventures, local investment fund Acorn Capital and prominent local investor David Fite and brings the total raised by the startup to 51.5 million.	201:208	0:225	startup
combined_sample_leipzig_eng_news-67-53:60	['approximately.r.01']	A spokeswoman said the regulator had expected to get roughly 1100 applications this year but had received approximately 2000.	53:60	0:125	roughly
combined_sample_leipzig_eng_news-68-101:109	['demote.v.01', 'relegate.v.04']	Theres no need to have more time off, go straight into the next season with the teams that should be relegated and the teams that should be promoted.	101:110	0:149	relegate
combined_sample_leipzig_eng_news-7-41:48	['tramp_down.v.01', 'trample.v.02', 'tread.v.02']	Trump also reversed Obamas policies that trampled on the religious freedom of prolife charities.	41:49	0:96	trample
combined_sample_leipzig_eng_news-70-71:75	['wide.a.01', 'wide.r.01', 'wide.r.04']	The Broncos were forced to call up Kendall Hinton, an undrafted rookie wide receiver who had played quarterback at Wake Forest, from the practice squad to play a key position against the New Orleans Saints with 24 hours notice.	71:75	0:227	wide
combined_sample_leipzig_eng_news-71-90:96	['fabric.n.01']	Notice that Photoshop provides 20 free styles in four categories Basic, Natural, Fur, and Fabric to get you started.	90:96	0:116	fabric
combined_sample_leipzig_eng_news-72-74:81	['inauguration.n.01']	Startup Boost delivers a powerful sixweek programme to prepare earlystage startups for an accelerator and investment, providing a critical bridge to their next level growth.	74:82	0:173	startup
combined_sample_leipzig_eng_news-73-167:176	['different.s.02', 'different.s.05', 'unlike.a.01']	PD is enhanced with remote systems that collect medical health data from individuals after completion of the therapy and electronically transmit them to a doctor at a different location for assessment and recommendations.	167:176	0:221	different
combined_sample_leipzig_eng_news-74-151:156	['footing.n.02']	Despite energys decreasing weight in the SP 500, excluding it is making a difference this year as SPXE is beating the traditional SP 500 by nearly 200 basis points yeartodate.	151:156	0:175	basis
combined_sample_leipzig_eng_news-76-145:149	['unit.n.02', 'unit.n.03']	According to reports, the TV star was brutally beaten by her LHH Atlanta costars to the point she had to be treated in a hospital intensive care unit.	145:149	0:150	unit
combined_sample_leipzig_eng_news-77-128:132	['unit.n.02']	As Utah continues to report new coronavirus cases at unprecedented levels, a second Utah hospital has filled its intensive care unit, forcing it to open and staff overflow beds.	128:132	0:177	unit
combined_sample_leipzig_eng_news-78-125:133	['navigate.v.03']	There are not enough resources for Latino communities, Gonzalez said, pointing out that her parents were asking her for help navigating early voting.	125:135	0:149	navigate
combined_sample_leipzig_eng_news-79-93:97	['unit.n.02']	There are currently 325 people hospitalized with COVID19, with 48 patients in intensive care units and 25 people intubated all down from the day prior.	93:98	0:151	unit
combined_sample_leipzig_eng_news-8-166:170	['engage.v.07']	This tragic failure, however, is an inevitable consequence of the national security establishments determination to ignore critical domestic problems for the sake of waging unending but profitable Global Wars on Terror and new Cold Wars.	166:172	0:237	wage
combined_sample_leipzig_eng_news-81-137:145	['navigate.v.03']	With purposeful planning, Perrette has experienced meaningful longterm assignments within both realms of his existence, and has expertly navigated the desire for professional, and personal fulfillment.	137:146	0:201	navigate
combined_sample_leipzig_eng_news-82-71:79	['languish.v.03', 'pine_away.v.01']	Kilmer and Graves took the same approach to staff salaries, which have languished for more than a decade even as Washingtons cost of living has skyrocketed, making the allure of K Street all the more attractive.	71:81	0:211	languish
combined_sample_leipzig_eng_news-83-93:101	['demote.v.01', 'relegate.v.01', 'relegate.v.04']	The Saints are almost 93 million over the projected 2021 salary cap, the team may have to be relegated to a sevenonseven league to make ends meet.	93:102	0:146	relegate
combined_sample_leipzig_eng_news-85-170:176	['up.r.01', 'up.s.04', 'upward.s.01']	In its strategic plan for 20192023, TSC says thousands of teachers have stagnated in their current positions for years due to lack of funds and limited opportunities for upward mobility.	170:176	0:186	upward
combined_sample_leipzig_eng_news-86-127:130	['cry.v.04', 'war_cry.n.01']	The West Kootenay Regional Airport in Castlegar estimates it's had nearly 10,000 commercial flight passengers this year, a far cry from the annual average of 80,000 passengers between 2015 and 2019.	127:130	0:198	cry
combined_sample_leipzig_eng_news-87-125:133	['navigate.v.03']	And a big country with 200 million people presently, our role in this country is truly a fantastic achievement to be able to navigate for 60 years, without major conflict with any country in the world.	125:133	0:201	navigate
combined_sample_leipzig_eng_news-88-84:90	['act.v.02', 'behave.v.02']	On the other hand, it is vitally important if we are to understand how this disease behaves.	84:91	0:92	behave
combined_sample_leipzig_eng_news-89-32:39	['inauguration.n.01']	Badnore said can become a model startup hub, inspiring other cities by incorporating requisite policy changes and by leveraging its existing institutions of national importance and facilitating the industry and academic interface.	32:39	0:230	startup
combined_sample_leipzig_eng_news-9-53:66	['qualification.n.01']	However, they were eight points off Champions League qualification when Emery was dismissed and theyre currently five points adrift under Arteta.	53:66	0:145	qualification
combined_sample_leipzig_eng_news-90-132:136	['draw.n.09', 'haul.v.01']	I must confess that before the question was, for the umpteenth time, put to me, that theyve already being in the social media space hauling over the coals on him to the extent that some called him Fake Pastor.	132:139	0:209	haul
combined_sample_leipzig_eng_news-91-52:59	['fantasy.n.01', 'fantasy.n.02', 'illusion.n.02']	Jamaal Williams, RB, Williams has had less than six fantasy points in his past three games.	52:59	0:91	fantasy
combined_sample_leipzig_eng_news-92-18:26	['audience.n.02']	At the end of the audience, the pope condemned the murder of six schoolchildren killed when separatist insurgents attacked the Mother Francisca International Bilingual Academy in Kumba, Cameroon Oct. 24.	18:26	0:203	audience
combined_sample_leipzig_eng_news-93-86:93	['approximately.r.01']	In 2018, a case of the first in Indonesia since 2006 emerged in Papua, while a killed roughly 100 children.	86:93	0:107	roughly
combined_sample_leipzig_eng_news-94-174:178	['unit.n.02', 'unit.n.04']	A number of crew members onboard the Ruby Princess have been evacuated from the ship and taken to hospital in Sydney in recent days, some needing treatment in intensive care units.	174:179	0:180	unit
combined_sample_leipzig_eng_news-95-57:64	['approximately.r.01']	Narrating his ordeal, the Lion King from Maposa village, roughly 10km from Nata, revealed he set off with two friends at around 7pm on 19 September after kraaling their cattle.	57:64	0:176	roughly
combined_sample_leipzig_eng_news-96-100:104	['unit.n.02', 'unit.n.03']	CBS affiliate KREMTV said Wednesday that the hospital is among 10 in the country with a specialized unit.	100:104	0:105	unit
combined_sample_leipzig_eng_news-97-35:39	['catch.n.02']	Nadal has now tied Roger Federer's haul of 20 majors with Djokovic, the last active player to beat the Spaniard at Roland Garros, three adrift.	35:39	0:143	haul
combined_sample_leipzig_eng_news-98-47:54	['germinal.s.01']	Dr. Ambedkar was an eminent jurist and for his seminal role in the making of the constitution by which he earned the title of chief architect of the Indian Constitution.	47:54	0:169	seminal
combined_sample_leipzig_eng_news-99-21:25	['enjoy.v.01']	Adam Sandler started basking in the spotlight during his time on where he wrote and performed comedy.	21:28	0:101	bask
